birthyear,(All),,,,,
,,,,,,
,Column Labels,,,,,
,Female,,Male,,Total Total trip time,Total Average trip time
Row Labels,Total trip time,Average trip time,Total trip time,Average trip time,,
3-Aug,"1,505",752,"5,329",484,"6,834",526
4-Aug,499,499,"3,251",361,"3,749",375
5-Aug,,,"5,553",555,"5,553",555
6-Aug,564,564,"2,738",342,"3,302",367
7-Aug,378,378,"7,219",656,"7,597",633
8-Aug,787,394,"2,045",409,"2,833",405
9-Aug,,,"2,007",401,"2,007",401
10-Aug,228,228,"3,410",310,"3,638",303
11-Aug,513,513,"4,706",314,"5,219",326
12-Aug,"1,531",510,"8,256",590,"9,787",576
13-Aug,512,512,"4,844",373,"5,356",383
14-Aug,,,"6,224",479,"6,224",479
15-Aug,,,331,331,331,331
16-Aug,,,"3,792",542,"3,792",542
17-Aug,603,603,"28,339","3,149","28,942","2,894"
18-Aug,"1,160",580,"5,620",375,"6,780",399
19-Aug,,,"5,421",452,"5,421",452
20-Aug,209,209,"5,481",457,"5,690",438
21-Aug,"1,761",881,"3,310",414,"5,071",507
22-Aug,,,"2,223",445,"2,223",445
23-Aug,540,540,,,540,540
24-Aug,,,"4,560",415,"4,560",415
25-Aug,"1,263","1,263","4,026",366,"5,289",441
26-Aug,"1,026",513,"3,735",340,"4,761",366
27-Aug,,,"3,143",393,"3,143",393
28-Aug,,,"4,218",469,"4,218",469
29-Aug,,,493,246,493,246
30-Aug,,,653,327,653,327
31-Aug,562,562,"2,364",296,"2,926",325
1-Sep,320,320,"2,575",322,"2,895",322
2-Sep,387,387,"5,073",423,"5,460",420
3-Sep,,,"2,469",309,"2,469",309
4-Sep,,,"2,499",312,"2,499",312
5-Sep,,,525,263,525,263
6-Sep,,,818,409,818,409
7-Sep,"1,296",648,"3,237",540,"4,533",567
8-Sep,,,"3,761",418,"3,761",418
9-Sep,,,"8,586",477,"8,586",477
10-Sep,994,994,"5,514",501,"6,508",542
11-Sep,,,"8,912",594,"8,912",594
12-Sep,,,328,328,328,328
13-Sep,,,510,255,510,255
14-Sep,,,"2,889",321,"2,889",321
15-Sep,,,"4,111",374,"4,111",374
16-Sep,"2,090",697,"3,968",361,"6,058",433
17-Sep,,,"1,887",377,"1,887",377
18-Sep,468,468,"3,856",428,"4,324",432
19-Sep,252,252,563,281,815,272
20-Sep,525,525,506,506,"1,030",515
21-Sep,244,244,"4,569",415,"4,812",401
22-Sep,,,"9,290",929,"9,290",929
23-Sep,,,"4,593",383,"4,593",383
24-Sep,701,701,"4,082",371,"4,783",399
25-Sep,,,"2,404",343,"2,404",343
26-Sep,,,"1,349",450,"1,349",450
27-Sep,,,"1,145",286,"1,145",286
28-Sep,"1,091",545,"4,088",511,"5,179",518
29-Sep,"2,411","1,206","2,434",348,"4,845",538
30-Sep,"1,778","1,778","3,223",358,"5,001",500
1-Oct,181,181,"2,467",352,"2,648",331
2-Oct,595,595,"5,407",901,"6,002",857
3-Oct,,,858,429,858,429
5-Oct,697,697,"3,037",337,"3,733",373
6-Oct,656,656,"2,434",348,"3,090",386
7-Oct,783,783,"2,480",310,"3,263",363
8-Oct,,,"3,322",475,"3,322",475
9-Oct,"2,225","1,112","4,759",529,"6,984",635
11-Oct,407,407,890,445,"1,298",433
12-Oct,644,644,"3,271",327,"3,914",356
SLU-15,"37,793",540,"283,944",473,"321,737",480
1-Aug,316,316,"1,415",283,"1,731",289
2-Aug,,,"1,927",385,"1,927",385
3-Aug,,,"9,977",525,"9,977",525
4-Aug,"1,181",394,"8,509",473,"9,690",461
5-Aug,,,"7,815",488,"7,815",488
6-Aug,484,484,"13,718",980,"14,202",947
7-Aug,"1,178",589,"3,973",397,"5,151",429
8-Aug,,,"2,564",513,"2,564",513
10-Aug,"1,540",513,"6,965",464,"8,506",473
11-Aug,973,973,"6,362",424,"7,335",458
12-Aug,,,"6,253",481,"6,253",481
13-Aug,"1,255",628,"4,946",450,"6,201",477
14-Aug,"2,076","1,038","4,277",475,"6,353",578
15-Aug,701,350,714,357,"1,415",354
16-Aug,"1,270","1,270","1,076",538,"2,346",782
17-Aug,325,325,"5,795",414,"6,121",408
18-Aug,,,"4,718",472,"4,718",472
19-Aug,"2,341",585,"7,242",517,"9,583",532
20-Aug,,,"11,881",743,"11,881",743
21-Aug,480,480,"3,638",455,"4,118",458
22-Aug,792,396,"2,952",590,"3,743",535
23-Aug,,,769,384,769,384
24-Aug,513,513,"3,020",503,"3,533",505
25-Aug,318,318,"3,661",407,"3,979",398
26-Aug,,,"4,536",378,"4,536",378
27-Aug,878,878,"6,442",429,"7,320",457
28-Aug,,,"2,838",473,"2,838",473
29-Aug,,,894,894,894,894
30-Aug,,,"3,506",438,"3,506",438
31-Aug,"1,433",717,"3,611",401,"5,044",459
1-Sep,596,298,"3,175",454,"3,770",419
2-Sep,734,734,"4,798",436,"5,532",461
3-Sep,648,648,"7,146",476,"7,795",487
4-Sep,,,"3,165",316,"3,165",316
6-Sep,,,"2,876",575,"2,876",575
7-Sep,,,808,404,808,404
8-Sep,,,"4,105",456,"4,105",456
9-Sep,,,"4,630",421,"4,630",421
10-Sep,,,"7,201",480,"7,201",480
11-Sep,294,294,"5,660",566,"5,954",541
12-Sep,,,151,151,151,151
13-Sep,,,198,198,198,198
14-Sep,778,389,"3,592",449,"4,369",437
15-Sep,,,"3,852",482,"3,852",482
16-Sep,653,653,"4,202",467,"4,855",486
17-Sep,,,"3,827",478,"3,827",478
18-Sep,"1,676",838,"6,216",444,"7,891",493
19-Sep,"1,470",735,"1,749",874,"3,219",805
20-Sep,"1,000",500,"1,621",405,"2,622",437
21-Sep,270,270,"3,744",468,"4,014",446
24-Sep,521,521,"3,277",546,"3,798",543
25-Sep,"1,939",485,"5,558",463,"7,498",469
26-Sep,,,587,294,587,294
27-Sep,,,"1,422",711,"1,422",711
28-Sep,"1,271",318,"4,425",442,"5,695",407
29-Sep,"2,096","1,048","6,353",424,"8,449",497
30-Sep,468,468,"4,267",388,"4,735",395
1-Oct,,,"6,273",418,"6,273",418
2-Oct,982,491,"5,103",464,"6,086",468
3-Oct,,,"1,979",495,"1,979",495
4-Oct,585,585,592,592,"1,177",588
5-Oct,379,379,"4,769",434,"5,148",429
6-Oct,666,666,"5,430",418,"6,096",435
7-Oct,"1,856",464,"4,532",453,"6,388",456
8-Oct,705,352,"4,575",416,"5,280",406
10-Oct,,,452,452,452,452
11-Oct,154,154,697,349,851,284
12-Oct,,,"4,942",449,"4,942",449
SLU-16,"31,293",569,"201,721",485,"233,014",495
1-Aug,"1,053",526,"2,028",338,"3,080",385
2-Aug,,,"1,886",377,"1,886",377
3-Aug,499,499,"2,428",486,"2,927",488
4-Aug,,,"3,378",422,"3,378",422
5-Aug,,,"3,256",651,"3,256",651
6-Aug,572,572,"4,023",503,"4,595",511
7-Aug,578,578,"4,673",584,"5,251",583
8-Aug,,,"3,368",481,"3,368",481
9-Aug,,,"3,403",567,"3,403",567
10-Aug,623,623,"2,303",384,"2,926",418
11-Aug,,,"5,451",606,"5,451",606
12-Aug,785,785,"2,427",485,"3,212",535
13-Aug,,,"2,340",334,"2,340",334
14-Aug,212,212,"2,953",492,"3,166",452
15-Aug,640,640,"1,079",540,"1,719",573
16-Aug,476,476,"1,173",391,"1,649",412
17-Aug,518,518,"1,825",456,"2,343",469
18-Aug,542,542,"3,318",474,"3,860",482
19-Aug,"2,075","1,038","4,120",458,"6,195",563
20-Aug,"1,194",597,"2,193",439,"3,387",484
21-Aug,"1,160",580,"3,518",440,"4,678",468
22-Aug,,,"1,499",750,"1,499",750
23-Aug,,,"1,080",360,"1,080",360
24-Aug,289,289,"3,653",406,"3,942",394
25-Aug,,,"2,016",403,"2,016",403
26-Aug,410,410,"3,425",428,"3,835",426
27-Aug,455,455,"2,490",415,"2,945",421
28-Aug,,,"3,475",386,"3,475",386
29-Aug,627,627,"11,421","1,428","12,049","1,339"
30-Aug,,,"3,346",836,"3,346",836
31-Aug,"1,500",750,"4,049",405,"5,549",462
1-Sep,,,"1,602",401,"1,602",401
2-Sep,,,"2,392",399,"2,392",399
3-Sep,222,222,"4,254",387,"4,476",373
4-Sep,399,399,"3,056",437,"3,454",432
5-Sep,,,"1,995",399,"1,995",399
6-Sep,,,"1,030",343,"1,030",343
7-Sep,578,578,"2,683",671,"3,262",652
8-Sep,538,538,"1,659",415,"2,197",439
9-Sep,510,510,"3,189",399,"3,699",411
10-Sep,251,251,"3,949",439,"4,200",420
11-Sep,389,389,"2,337",467,"2,726",454
12-Sep,972,972,"1,209",604,"2,181",727
13-Sep,377,377,366,366,743,372
14-Sep,508,508,"2,142",428,"2,650",442
15-Sep,"1,389",694,"3,748",416,"5,137",467
16-Sep,732,732,"2,968",495,"3,700",529
17-Sep,710,710,"2,357",786,"3,067",767
18-Sep,933,466,"3,923",490,"4,855",486
19-Sep,,,"3,751",469,"3,751",469
20-Sep,,,706,353,706,353
21-Sep,675,675,"3,151",394,"3,826",425
22-Sep,,,"8,836",803,"8,836",803
23-Sep,"1,868",623,"2,870",359,"4,739",431
24-Sep,"1,015",507,"2,326",388,"3,341",418
25-Sep,,,"1,004",502,"1,004",502
26-Sep,,,341,341,341,341
27-Sep,,,"1,647",549,"1,647",549
28-Sep,,,"1,900",380,"1,900",380
29-Sep,,,"4,073",370,"4,073",370
30-Sep,841,421,"3,717",531,"4,558",506
1-Oct,214,214,"6,714",480,"6,928",462
2-Oct,,,"2,102",701,"2,102",701
3-Oct,,,"1,388",463,"1,388",463
4-Oct,224,224,"2,341",468,"2,565",427
5-Oct,,,"1,823",608,"1,823",608
6-Oct,,,"1,890",378,"1,890",378
7-Oct,,,"2,280",456,"2,280",456
8-Oct,,,"2,992",499,"2,992",499
9-Oct,"1,331",665,"1,168","1,168","2,499",833
10-Oct,,,752,376,752,376
11-Oct,"1,358",679,564,282,"1,922",481
12-Oct,"1,051","1,051",930,465,"1,981",660
SLU-17,"37,066",650,"97,104",753,"134,170",721
1-Aug,,,574,574,574,574
3-Aug,,,"2,281",570,"2,281",570
4-Aug,351,351,"1,691",564,"2,042",511
5-Aug,447,447,"2,533",844,"2,980",745
6-Aug,"3,147","1,049","1,934",645,"5,081",847
7-Aug,397,397,"1,363",681,"1,760",587
8-Aug,,,"1,350","1,350","1,350","1,350"
9-Aug,"1,124","1,124",,,"1,124","1,124"
10-Aug,,,"2,996",999,"2,996",999
11-Aug,826,413,"2,686",895,"3,511",702
12-Aug,,,"4,790",798,"4,790",798
13-Aug,315,315,"3,875",775,"4,189",698
14-Aug,,,"1,430",715,"1,430",715
16-Aug,373,373,851,851,"1,224",612
17-Aug,424,424,"3,800","1,267","4,224","1,056"
18-Aug,504,504,"2,390",478,"2,894",482
19-Aug,352,352,"2,394",598,"2,746",549
20-Aug,649,649,"3,991",998,"4,641",928
21-Aug,352,352,"3,234","1,617","3,586","1,195"
22-Aug,,,"3,898",975,"3,898",975
23-Aug,"1,901",951,"3,638","1,213","5,540","1,108"
24-Aug,,,244,244,244,244
25-Aug,"2,087","1,043",932,932,"3,019","1,006"
26-Aug,359,359,,,359,359
27-Aug,,,830,830,830,830
28-Aug,,,440,440,440,440
29-Aug,954,477,,,954,477
30-Aug,,,"1,386",693,"1,386",693
31-Aug,,,989,989,989,989
2-Sep,649,325,262,262,911,304
3-Sep,323,323,,,323,323
4-Sep,318,318,772,772,"1,090",545
7-Sep,,,670,670,670,670
8-Sep,448,448,"1,491",497,"1,939",485
9-Sep,"4,191","2,095","6,486","1,081","10,677","1,335"
10-Sep,916,916,,,916,916
11-Sep,,,"1,318","1,318","1,318","1,318"
14-Sep,,,"1,056",528,"1,056",528
16-Sep,,,"2,050",683,"2,050",683
17-Sep,802,401,,,802,401
18-Sep,,,101,101,101,101
19-Sep,"1,422",711,341,341,"1,763",588
20-Sep,755,755,716,716,"1,471",736
21-Sep,378,378,670,670,"1,048",524
22-Sep,430,430,730,365,"1,160",387
24-Sep,990,495,"2,988",996,"3,978",796
25-Sep,350,350,478,478,827,414
27-Sep,,,539,539,539,539
28-Sep,461,461,"4,413","1,103","4,874",975
29-Sep,657,657,"1,275",638,"1,932",644
30-Sep,662,662,"1,992",664,"2,654",664
1-Oct,"1,428",714,"3,031",606,"4,459",637
2-Oct,690,345,"1,301",434,"1,991",398
3-Oct,"1,958",979,835,417,"2,792",698
5-Oct,"3,182",636,956,478,"4,138",591
7-Oct,,,316,316,316,316
8-Oct,335,335,"1,094",547,"1,429",476
9-Oct,"1,158","1,158",703,352,"1,861",620
11-Oct,,,339,339,339,339
12-Oct,,,"3,663",916,"3,663",916
SLU-18,"21,022",553,"112,034",593,"133,056",586
2-Aug,,,568,284,568,284
3-Aug,,,782,195,782,195
4-Aug,,,"1,469",490,"1,469",490
5-Aug,747,747,"2,814",402,"3,561",445
6-Aug,,,"1,712",428,"1,712",428
7-Aug,"1,062",531,"1,673",335,"2,735",391
8-Aug,,,"2,633",658,"2,633",658
10-Aug,,,"2,894",482,"2,894",482
11-Aug,341,341,"1,120",560,"1,461",487
12-Aug,,,"3,617",517,"3,617",517
13-Aug,631,631,"2,349",587,"2,980",596
14-Aug,,,"2,973",595,"2,973",595
15-Aug,,,73,73,73,73
16-Aug,,,"1,667",833,"1,667",833
17-Aug,,,"1,296",432,"1,296",432
18-Aug,663,663,954,318,"1,618",404
19-Aug,"1,673",558,"1,554",777,"3,227",645
20-Aug,"1,347",673,"1,012",506,"2,359",590
21-Aug,,,"1,052",526,"1,052",526
22-Aug,,,356,356,356,356
23-Aug,,,496,496,496,496
24-Aug,,,562,562,562,562
25-Aug,694,694,"1,090",545,"1,784",595
26-Aug,,,"3,459",692,"3,459",692
27-Aug,462,462,"1,210",403,"1,672",418
28-Aug,506,506,"1,970",281,"2,477",310
29-Aug,,,519,173,519,173
30-Aug,538,538,547,547,"1,085",542
31-Aug,,,268,134,268,134
1-Sep,875,437,"1,284",428,"2,159",432
2-Sep,"1,135",567,"26,710","3,816","27,844","3,094"
3-Sep,,,"1,625",406,"1,625",406
4-Sep,519,259,"1,624",325,"2,143",306
5-Sep,,,346,346,346,346
6-Sep,489,489,394,197,884,295
7-Sep,441,441,,,441,441
8-Sep,,,"1,046",261,"1,046",261
9-Sep,"1,996",665,"2,468",617,"4,464",638
10-Sep,,,"1,095",548,"1,095",548
11-Sep,,,"2,072",414,"2,072",414
14-Sep,,,854,427,854,427
15-Sep,,,"1,012",506,"1,012",506
16-Sep,367,367,"1,697",566,"2,064",516
17-Sep,,,708,708,708,708
18-Sep,476,476,"3,599",900,"4,074",815
19-Sep,,,964,964,964,964
20-Sep,,,551,184,551,184
21-Sep,"1,026",513,492,246,"1,518",379
22-Sep,,,"2,737",684,"2,737",684
23-Sep,,,"2,119",706,"2,119",706
24-Sep,"1,010","1,010","2,918",973,"3,928",982
25-Sep,436,436,"1,433",478,"1,869",467
26-Sep,,,"1,462",731,"1,462",731
27-Sep,,,226,226,226,226
28-Sep,,,626,313,626,313
29-Sep,"1,187",593,"1,253",418,"2,440",488
30-Sep,,,"1,335",668,"1,335",668
1-Oct,117,117,"1,722",574,"1,838",460
2-Oct,465,465,194,194,658,329
3-Oct,"1,657","1,657",,,"1,657","1,657"
4-Oct,,,436,436,436,436
5-Oct,,,123,61,123,61
6-Oct,166,166,691,691,857,429
7-Oct,,,"1,425",475,"1,425",475
8-Oct,,,638,638,638,638
9-Oct,,,566,283,566,283
11-Oct,,,426,213,426,213
12-Oct,,,475,475,475,475
SLU-19,"129,950",861,"301,666",698,"431,617",740
1-Aug,509,509,"2,324",775,"2,834",708
2-Aug,947,947,"3,015","1,005","3,963",991
3-Aug,789,789,"2,096",524,"2,885",577
4-Aug,815,815,"6,040",863,"6,855",857
5-Aug,"2,159",720,"3,022",504,"5,181",576
6-Aug,"2,157",719,"7,376",820,"9,534",794
7-Aug,"3,344",669,"4,515",645,"7,859",655
8-Aug,"1,266","1,266","7,683",960,"8,948",994
9-Aug,"1,655","1,655","5,582",797,"7,236",905
10-Aug,"2,631",877,"3,095",442,"5,725",573
11-Aug,"2,018",673,"5,599",700,"7,617",692
12-Aug,"2,340",780,"7,525",537,"9,865",580
13-Aug,735,735,"6,675",607,"7,410",618
14-Aug,"1,298","1,298","3,836",639,"5,133",733
15-Aug,"1,407","1,407","2,789",558,"4,196",699
16-Aug,677,677,"5,460",780,"6,137",767
17-Aug,,,"3,718",531,"3,718",531
18-Aug,"1,661",830,"7,791",779,"9,452",788
19-Aug,951,951,"4,706",672,"5,657",707
20-Aug,"1,291",646,"3,301",550,"4,592",574
21-Aug,"3,487",872,"8,640","1,080","12,127","1,011"
22-Aug,672,672,"4,035",807,"4,707",784
23-Aug,,,"1,959",980,"1,959",980
24-Aug,"2,470",823,"7,599",633,"10,069",671
25-Aug,"8,309","2,077","4,950",825,"13,259","1,326"
26-Aug,"3,523",881,"5,499",786,"9,022",820
27-Aug,"1,986",662,"3,047",609,"5,033",629
28-Aug,"1,473",736,"2,774",555,"4,247",607
29-Aug,"1,070","1,070","1,263","1,263","2,333","1,166"
30-Aug,"2,095",698,"3,693",616,"5,788",643
31-Aug,"1,636",818,"5,015",716,"6,651",739
1-Sep,"3,748",937,"5,182",864,"8,930",893
2-Sep,"2,457",819,"5,616",802,"8,074",807
3-Sep,"3,020",755,"9,512","1,189","12,532","1,044"
4-Sep,"1,138",569,"3,185",637,"4,323",618
5-Sep,,,"2,046",682,"2,046",682
6-Sep,474,474,"1,246",623,"1,720",573
7-Sep,"4,689","2,345","5,189","1,297","9,878","1,646"
8-Sep,,,"6,448",716,"6,448",716
9-Sep,"4,828",805,"5,658",808,"10,487",807
10-Sep,"1,826",609,"3,746",749,"5,573",697
11-Sep,791,791,"5,828",583,"6,619",602
12-Sep,,,"3,368",674,"3,368",674
13-Sep,365,365,"1,406",703,"1,771",590
14-Sep,428,428,"2,659",665,"3,087",617
15-Sep,"1,199",600,"5,767",721,"6,967",697
16-Sep,"1,508",754,"4,306",615,"5,814",646
17-Sep,866,866,"3,426",571,"4,292",613
18-Sep,,,"2,977",595,"2,977",595
19-Sep,"1,778",889,"2,132",711,"3,911",782
21-Sep,"2,402",801,"4,008",501,"6,410",583
22-Sep,"2,502",834,"6,142",682,"8,644",720
23-Sep,"4,032","1,008","1,682",420,"5,713",714
24-Sep,"2,503","1,251",847,423,"3,349",837
25-Sep,"1,483",741,"2,753",551,"4,236",605
26-Sep,,,"4,320",720,"4,320",720
27-Sep,,,"1,032","1,032","1,032","1,032"
28-Sep,"3,045",761,"5,032",719,"8,076",734
29-Sep,"1,909",955,"4,322",720,"6,231",779
30-Sep,"3,443",861,"2,110",527,"5,553",694
1-Oct,"1,492",746,"3,410",682,"4,902",700
2-Oct,"4,910",818,"2,287",457,"7,197",654
3-Oct,830,830,"5,852",836,"6,682",835
4-Oct,,,"2,003",668,"2,003",668
5-Oct,"2,412",804,"5,773",641,"8,185",682
6-Oct,"2,776",925,"6,799",755,"9,575",798
7-Oct,"1,763",882,445,445,"2,208",736
8-Oct,"3,045",761,"7,592",584,"10,638",626
9-Oct,"3,731",746,"2,067",689,"5,798",725
10-Oct,,,"1,503",751,"1,503",751
11-Oct,869,869,"2,648",662,"3,518",704
12-Oct,"2,315",772,"4,722",675,"7,036",704
SLU-20,"13,453",480,"229,720",461,"243,173",462
1-Aug,,,"2,773",924,"2,773",924
2-Aug,,,"1,031",515,"1,031",515
3-Aug,451,451,"2,669",334,"3,121",347
4-Aug,,,"1,480",247,"1,480",247
5-Aug,,,"5,579",697,"5,579",697
6-Aug,161,161,"3,469",434,"3,631",403
7-Aug,,,"3,304",413,"3,304",413
8-Aug,,,494,247,494,247
9-Aug,,,"1,223",408,"1,223",408
10-Aug,,,"3,261",544,"3,261",544
11-Aug,,,"3,162",395,"3,162",395
12-Aug,,,"5,933",593,"5,933",593
13-Aug,,,"6,286",524,"6,286",524
14-Aug,,,"2,085",521,"2,085",521
15-Aug,,,"1,047",349,"1,047",349
16-Aug,,,"2,998",600,"2,998",600
17-Aug,,,"3,392",424,"3,392",424
18-Aug,,,"4,123",412,"4,123",412
19-Aug,164,164,"5,461",546,"5,624",511
20-Aug,452,452,"4,949",707,"5,402",675
21-Aug,866,866,"3,024",378,"3,890",432
22-Aug,,,"1,033",344,"1,033",344
23-Aug,893,893,"2,990",498,"3,883",555
24-Aug,,,"4,909",491,"4,909",491
25-Aug,,,"5,704",475,"5,704",475
26-Aug,,,"2,548",425,"2,548",425
27-Aug,,,"2,591",324,"2,591",324
28-Aug,,,"2,047",341,"2,047",341
29-Aug,,,"1,756",585,"1,756",585
30-Aug,"1,511","1,511",851,426,"2,363",788
31-Aug,,,"1,480",370,"1,480",370
1-Sep,92,92,"3,360",373,"3,452",345
2-Sep,,,"4,736",474,"4,736",474
3-Sep,196,196,"2,575",368,"2,772",346
4-Sep,,,"4,199",467,"4,199",467
5-Sep,,,"2,315",463,"2,315",463
7-Sep,225,225,305,305,530,265
8-Sep,,,"3,938",492,"3,938",492
9-Sep,"1,035",518,"2,842",474,"3,877",485
10-Sep,,,"3,255",543,"3,255",543
11-Sep,,,"6,280",483,"6,280",483
12-Sep,,,"4,807",601,"4,807",601
14-Sep,516,258,"2,196",439,"2,712",387
15-Sep,654,654,"3,263",363,"3,917",392
16-Sep,,,"4,499",500,"4,499",500
17-Sep,,,"3,313",368,"3,313",368
18-Sep,,,"3,535",354,"3,535",354
19-Sep,,,615,307,615,307
20-Sep,,,"2,208",736,"2,208",736
21-Sep,728,728,"2,254",282,"2,982",331
22-Sep,839,419,"5,462",607,"6,300",573
23-Sep,285,285,"6,337",528,"6,622",509
24-Sep,"1,697","1,697","4,382",487,"6,079",608
25-Sep,180,180,"2,082",260,"2,263",251
26-Sep,,,"1,027",257,"1,027",257
27-Sep,,,"1,876",469,"1,876",469
28-Sep,,,"4,575",327,"4,575",327
29-Sep,,,"4,008",401,"4,008",401
30-Sep,,,"3,251",361,"3,251",361
1-Oct,418,418,"6,669",513,"7,087",506
2-Oct,,,"2,085",348,"2,085",348
3-Oct,,,"1,228",614,"1,228",614
4-Oct,,,697,348,697,348
5-Oct,,,"3,230",461,"3,230",461
6-Oct,,,"4,734",526,"4,734",526
7-Oct,628,314,"10,153","1,269","10,781","1,078"
8-Oct,213,213,"5,005",455,"5,219",435
9-Oct,333,333,"2,981",331,"3,315",331
10-Oct,,,461,231,461,231
11-Oct,721,721,671,335,"1,392",464
12-Oct,193,193,"4,656",388,"4,848",373
SLU-21,"1,850",617,"14,141",566,"15,990",571
19-Sep,,,596,596,596,596
23-Sep,,,91,91,91,91
24-Sep,,,"2,459",820,"2,459",820
25-Sep,,,395,395,395,395
2-Oct,,,872,436,872,436
3-Oct,513,513,362,362,875,438
4-Oct,,,602,301,602,301
5-Oct,,,"1,294",431,"1,294",431
6-Oct,,,"1,620",810,"1,620",810
7-Oct,,,"1,416","1,416","1,416","1,416"
8-Oct,497,497,"1,443",481,"1,940",485
9-Oct,,,146,146,146,146
10-Oct,,,515,515,515,515
11-Oct,,,497,497,497,497
12-Oct,840,840,"1,832",916,"2,672",891
UD-01,"41,588","1,094","104,064","1,062","145,652","1,071"
2-Aug,,,"3,177","1,588","3,177","1,588"
3-Aug,,,"2,711","1,356","2,711","1,356"
4-Aug,,,"3,989",997,"3,989",997
5-Aug,"3,497","1,166","3,140","1,047","6,637","1,106"
6-Aug,446,446,"2,856","1,428","3,302","1,101"
7-Aug,"3,214","1,071","2,630","1,315","5,845","1,169"
9-Aug,"3,924","1,308","2,391",598,"6,316",902
10-Aug,"2,199","1,100","2,664","1,332","4,863","1,216"
11-Aug,889,889,"2,730","1,365","3,618","1,206"
12-Aug,"1,901","1,901","3,115","1,038","5,015","1,254"
13-Aug,"1,707",854,"2,439","1,219","4,146","1,036"
14-Aug,826,826,"2,820","1,410","3,646","1,215"
15-Aug,,,552,552,552,552
17-Aug,895,895,"1,868","1,868","2,763","1,382"
18-Aug,873,873,"2,404","1,202","3,277","1,092"
19-Aug,843,843,"12,929","2,155","13,772","1,967"
20-Aug,,,"2,049","1,025","2,049","1,025"
21-Aug,893,893,"4,070","1,357","4,963","1,241"
24-Aug,863,863,405,405,"1,268",634
25-Aug,,,"2,572","1,286","2,572","1,286"
26-Aug,"1,016","1,016",542,542,"1,558",779
29-Aug,"2,157","2,157","2,216",739,"4,374","1,093"
30-Aug,,,471,471,471,471
1-Sep,,,"2,070","2,070","2,070","2,070"
2-Sep,,,"2,226",742,"2,226",742
4-Sep,"2,135","1,067",,,"2,135","1,067"
8-Sep,"2,557","2,557","3,918",979,"6,475","1,295"
9-Sep,"3,089","3,089","2,683",894,"5,772","1,443"
10-Sep,983,983,851,426,"1,834",611
11-Sep,,,"2,005",668,"2,005",668
12-Sep,,,418,418,418,418
14-Sep,,,"2,325","1,162","2,325","1,162"
15-Sep,,,"3,329","1,110","3,329","1,110"
16-Sep,,,"2,379","1,189","2,379","1,189"
17-Sep,,,878,878,878,878
18-Sep,672,672,"2,141","1,071","2,813",938
21-Sep,,,798,798,798,798
22-Sep,957,957,818,818,"1,775",888
23-Sep,,,"1,658",829,"1,658",829
24-Sep,605,605,823,823,"1,428",714
25-Sep,,,689,689,689,689
26-Sep,712,712,,,712,712
28-Sep,,,747,747,747,747
30-Sep,76,76,,,76,76
2-Oct,"1,539",769,672,672,"2,210",737
3-Oct,,,797,797,797,797
4-Oct,,,"4,056","1,014","4,056","1,014"
9-Oct,,,"1,311",655,"1,311",655
10-Oct,,,709,709,709,709
11-Oct,"1,061","1,061",593,593,"1,654",827
12-Oct,"1,057","1,057",430,430,"1,487",743
UD-02,"4,143",829,"48,381",681,"52,524",691
3-Aug,,,757,757,757,757
4-Aug,"1,310","1,310",,,"1,310","1,310"
5-Aug,,,819,819,819,819
7-Aug,380,380,297,297,678,339
8-Aug,,,474,474,474,474
11-Aug,,,832,832,832,832
12-Aug,,,"1,090",545,"1,090",545
13-Aug,,,590,295,590,295
16-Aug,,,"1,257","1,257","1,257","1,257"
17-Aug,,,857,857,857,857
18-Aug,,,752,752,752,752
19-Aug,,,320,320,320,320
20-Aug,,,932,932,932,932
21-Aug,,,"2,163","1,082","2,163","1,082"
22-Aug,,,"1,416","1,416","1,416","1,416"
23-Aug,,,"1,150","1,150","1,150","1,150"
24-Aug,,,798,399,798,399
25-Aug,,,386,386,386,386
26-Aug,,,"1,171",585,"1,171",585
27-Aug,,,232,232,232,232
28-Aug,,,891,891,891,891
29-Aug,,,250,250,250,250
30-Aug,,,"2,983","1,491","2,983","1,491"
31-Aug,,,"1,555","1,555","1,555","1,555"
1-Sep,,,850,850,850,850
2-Sep,,,"1,103",551,"1,103",551
3-Sep,,,"1,214",607,"1,214",607
4-Sep,,,420,420,420,420
7-Sep,,,"1,084","1,084","1,084","1,084"
10-Sep,,,124,124,124,124
11-Sep,,,328,328,328,328
18-Sep,,,200,200,200,200
19-Sep,,,175,88,175,88
20-Sep,,,964,964,964,964
21-Sep,,,"1,058","1,058","1,058","1,058"
22-Sep,389,389,828,828,"1,217",608
23-Sep,"1,653","1,653","2,458","1,229","4,111","1,370"
28-Sep,,,"1,037",519,"1,037",519
29-Sep,,,723,241,723,241
30-Sep,,,"1,576",525,"1,576",525
1-Oct,,,918,306,918,306
2-Oct,,,"2,339",780,"2,339",780
5-Oct,411,411,"1,969",984,"2,380",793
6-Oct,,,"1,569",785,"1,569",785
7-Oct,,,903,903,903,903
8-Oct,,,868,868,868,868
9-Oct,,,"2,432",811,"2,432",811
12-Oct,,,"1,269",635,"1,269",635
UD-04,"12,637",451,"79,418",611,"92,055",583
2-Aug,342,342,,,342,342
3-Aug,275,275,932,466,"1,207",402
4-Aug,288,288,"1,588",794,"1,876",625
5-Aug,"1,019",509,"1,680",560,"2,699",540
6-Aug,299,299,328,328,628,314
